timestamp,gx,gy,gz,ax,ay,az,mx,my,mz,roll,pitch,yaw,ground_truth_x,ground_truth_y,ground_truth_theta
4853.061575106,-0.0008700544679057647,-0.0022149185393115943,3.877016737448493e-06,0.01680616386686979,-0.024944890439979942,9.893815755354895,-0.255038017625298,29.5456533946411,3.52394397275413,0.004206447397631892,0.0011568368593652537,1.4370669910229903,376.5,146.5,88.15238973400541
4853.133285826,0.002115544919656589,0.0001897817404996269,-0.0010730050388451959,0.02582348473104854,0.007119818229700684,9.862649086412508,-0.47810034062829465,30.248630664831992,4.188367298321157,0.004441170466355827,0.0010684551102010955,1.4368822870131444,376.5,146.5,88.15238973400541
4853.20511086,-0.001146128984704438,0.0009652915249401486,0.002133084573603317,0.002440647530246092,-0.03101080111852023,9.776558660625408,-0.8551642731743311,30.20684527931828,3.5946128322272934,0.004441975831627785,0.0012903598115534605,1.4369880782921438,376.5,146.5,90.0
4853.280092879,-0.0021243397691319593,-0.0001900506211322703,-0.0010554292124161555,0.01297728556375904,-0.013246780196477088,9.802849749921544,-0.3315013610547311,30.17244709876097,3.7865136860491893,0.004285826225381235,0.0020897447789373896,1.4375513084206542,376.5,146.5,90.0
4853.343568459,0.0020117881001503967,0.0012494927597012564,-0.0032011787245617685,0.05702330443969351,0.0051207234773567,9.807453778874503,-0.3159021283977564,29.718574576291072,3.7469336030540945,0.0041710608886165925,0.0019409343388816951,1.437339653392501,376.5,146.5,88.15238973400541
4853.405609889,0.0008524564970458115,0.0022143800359881675,-0.004260741323745235,0.06494263500080544,-0.003779774466383889,9.785873710639015,-0.4972531945840565,29.72627407718736,3.758811784724762,0.004254047767382606,0.0016234488134230396,1.4372331883432943,376.5,146.5,88.15238973400541
4853.487658614,0.0019300287485197198,0.0023098769081887696,-8.270986230199231e-06,0.04162667243058993,-0.008291017053248162,9.862585705193105,-0.7190752644828641,29.918191997233308,3.7661441046259894,0.0049577085188777185,0.001707469515126042,1.4373810827870583,376.5,146.5,88.15238973400541
4853.546574058,0.0007750966338295482,0.0032748988101749367,-3.6185489501244627e-06,0.03823906348412492,0.0010294690980950697,9.82668570968592,-0.1699145168605003,30.567083180545993,3.0829370408055996,0.004929594952336947,0.0017546445857221742,1.4374460278359915,376.5,147.0,90.0
4853.613906687,0.0030761577332241575,0.0013445853832486192,-0.002141355559833516,0.06707891208886016,-0.02762627000268594,9.785867895860092,-0.9061457623856674,30.178596324918278,4.163451797324747,0.004503672039839561,0.0017425141614096167,1.4375919357647644,376.5,146.5,88.15238973400541
4853.690590961,0.0018262719290135267,0.0033695879273903987,-0.0021364446719467716,0.05597983245649079,-0.009399044281312722,9.821825248489409,-0.7799388606385902,30.09111083641899,3.9891337927297226,0.004293140108356247,0.0010462293705505003,1.4377688452048178,376.5,146.5,88.15238973400541
