x,y,z,time
3.0,14.100000381469727,20.850000381469727,0.0030050277709960938
3.1500000953674316,13.950000762939453,21.150001525878906,0.01587986946105957
3.0,13.65000057220459,21.0,0.028728246688842773
3.0,13.65000057220459,21.0,0.041521310806274414
2.5500001907348633,13.65000057220459,21.150001525878906,0.054311513900756836
2.325000047683716,13.725000381469727,20.775001525878906,0.06710338592529297
2.4750001430511475,13.125000953674316,21.075000762939453,0.0798952579498291
3.450000047683716,14.100000381469727,21.150001525878906,0.0926980972290039
2.1750001907348633,13.575000762939453,21.375,0.10556173324584961
3.2250001430511475,13.425000190734863,21.225000381469727,0.11814236640930176
3.2250001430511475,13.425000190734863,21.225000381469727,0.13071870803833008
3.0,13.425000190734863,20.92500114440918,0.14333248138427734
2.700000047683716,13.500000953674316,21.150001525878906,0.1559133529663086
2.8500001430511475,13.950000762939453,21.450000762939453,0.16848516464233398
2.7750000953674316,13.725000381469727,21.225000381469727,0.1810932159423828
2.7750000953674316,13.725000381469727,21.075000762939453,0.1936931610107422
2.700000047683716,13.500000953674316,20.55000114440918,0.20640969276428223
2.700000047683716,13.500000953674316,20.55000114440918,0.21921730041503906
2.700000047683716,13.65000057220459,21.0,0.2320270538330078
2.5500001907348633,13.500000953674316,21.75,0.24484777450561523
2.700000047683716,13.950000762939453,21.150001525878906,0.2576291561126709
2.8500001430511475,14.100000381469727,21.600000381469727,0.2703983783721924
3.3000001907348633,13.350000381469727,21.30000114440918,0.2831878662109375
2.7750000953674316,13.725000381469727,21.375,0.2960019111633301
2.7750000953674316,13.725000381469727,21.375,0.30858492851257324
3.450000047683716,13.350000381469727,21.150001525878906,0.3211705684661865
2.4000000953674316,13.950000762939453,21.450000762939453,0.33376455307006836
3.0,13.800000190734863,21.600000381469727,0.3463420867919922
2.4750001430511475,13.575000762939453,20.17500114440918,0.35891199111938477
2.7750000953674316,13.575000762939453,21.225000381469727,0.37146449089050293
2.8500001430511475,13.800000190734863,20.55000114440918,0.3840487003326416
3.1500000953674316,13.800000190734863,21.30000114440918,0.396625280380249
3.0,13.500000953674316,21.600000381469727,0.40935707092285156
2.325000047683716,13.125000953674316,20.775001525878906,0.4221315383911133
2.625,13.875000953674316,20.625,0.4349234104156494
3.2250001430511475,13.875000953674316,20.325000762939453,0.44774842262268066
3.075000047683716,13.575000762939453,20.625,0.46055102348327637
2.4000000953674316,13.200000762939453,20.850000381469727,0.4733924865722656
2.4750001430511475,13.125000953674316,20.625,0.48613429069519043
3.0,13.800000190734863,21.150001525878906,0.49892210960388184
3.075000047683716,13.575000762939453,20.775001525878906,0.5117237567901611
2.625,13.425000190734863,21.075000762939453,0.5245058536529541
2.9250001907348633,13.725000381469727,21.075000762939453,0.5373191833496094
2.625,13.875000953674316,20.625,0.5501389503479004
2.700000047683716,13.950000762939453,21.0,0.5629076957702637
2.4000000953674316,13.200000762939453,21.30000114440918,0.5757122039794922
2.4000000953674316,14.40000057220459,20.55000114440918,0.5884928703308105
2.9250001907348633,13.27500057220459,21.525001525878906,0.6013014316558838
3.6000001430511475,13.350000381469727,21.75,0.6140995025634766
3.1500000953674316,13.350000381469727,20.850000381469727,0.6268718242645264
2.25,13.500000953674316,21.30000114440918,0.6396503448486328
2.9250001907348633,13.425000190734863,20.92500114440918,0.6524391174316406
2.1000001430511475,13.350000381469727,21.150001525878906,0.6652588844299316
2.1000001430511475,13.350000381469727,21.150001525878906,0.6780350208282471
2.1750001907348633,13.725000381469727,20.475000381469727,0.6908276081085205
2.9250001907348633,13.425000190734863,20.775001525878906,0.7036087512969971
3.3000001907348633,13.350000381469727,21.0,0.7164154052734375
3.1500000953674316,13.800000190734863,21.600000381469727,0.7292530536651611
3.075000047683716,13.575000762939453,20.625,0.7420227527618408
2.325000047683716,13.875000953674316,20.775001525878906,0.7548074722290039
2.325000047683716,13.875000953674316,20.775001525878906,0.7676000595092773
3.075000047683716,14.175000190734863,20.475000381469727,0.7803685665130615
2.25,13.800000190734863,21.600000381469727,0.7931597232818604
2.8500001430511475,13.800000190734863,21.30000114440918,0.805957555770874
2.325000047683716,13.875000953674316,21.825000762939453,0.8187408447265625
2.4000000953674316,13.800000190734863,21.150001525878906,0.8315114974975586
2.700000047683716,13.350000381469727,20.850000381469727,0.8442990779876709
2.700000047683716,13.350000381469727,20.850000381469727,0.8571157455444336
3.375000238418579,13.725000381469727,20.475000381469727,0.8698849678039551
