gx,gy,gz,ax,ay,az,mx,my,mz,theta
0.006385351074169104,0.03831210644501462,0.014899152506394574,-0.12449848651885986,-0.11252748221158981,-10.60391902923584,782801.0318237884,745579.0306350269,283388.0952294755,-93.81407483429037
0.007449576253197287,0.03831210644501462,0.014899152506394574,-0.1364694982767105,-0.07900865375995636,-10.591948509216309,778765.4731122708,785099.0092268119,273546.9658497495,-93.81407483429037
0.007449576253197287,0.03724788230628374,0.015963377685422758,-0.0454898327589035,-0.08619125932455063,-10.536881446838379,752143.712250786,714792.4728562395,257325.75859176353,-95.9061411137705
0.009578026611253655,0.039376330583745504,0.011706476969310023,-0.11252748221158981,-0.10295066982507706,-10.558429718017578,765841.5769956453,731660.3682924,269400.0297016666,-93.81407483429037
0.004256900716112736,0.03831210644501462,0.011706476969310023,-0.1149216815829277,-0.07900865375995636,-10.565611839294434,783963.3371714897,758806.6349168081,279828.90343167365,-95.71059313749964
0.007449576253197287,0.03831210644501462,0.014899152506394574,-0.12210428714752197,-0.07900865375995636,-10.60152530670166,769754.8415252024,757375.9952490644,275733.04299378634,-95.9061411137705
0.005321125895140919,0.03831210644501462,0.015963377685422758,-0.12689268589019775,-0.08619125932455063,-10.503362655639648,775604.386384642,759748.5195267042,286434.1697969688,-95.71059313749964
0.007449576253197287,0.04150478302239647,0.01383492732736639,-0.13168109953403473,-0.09576806426048279,-10.620678901672363,797093.9076102197,745539.6936178757,262494.95972187753,-93.81407483429037
0.009578026611253655,0.04044055472247639,0.010642251790281838,-0.12928688526153564,-0.06464344263076782,-10.469843864440918,789060.7945644133,760814.0310336766,271309.83903636265,-95.71059313749964
0.005321125895140919,0.04044055472247639,0.01383492732736639,-0.13407529890537262,-0.090979665517807,-10.611102104187012,770344.1073284622,750574.9674209198,293848.4276176579,-93.81407483429037
0.007449576253197287,0.03831210644501462,0.012770702148338208,-0.14844051003456116,-0.10295066982507706,-10.563218116760254,750030.6605187041,754490.3994831537,283040.61615966744,-95.9061411137705
0.011706476969310023,0.039376330583745504,0.01383492732736639,-0.09576806426048279,-0.10055647045373917,-10.553641319274902,765005.1030350381,732765.178279078,275168.864101614,-93.94518622903756
0.007449576253197287,0.03724788230628374,0.01383492732736639,-0.09576806426048279,-0.10773907601833344,-10.584765434265137,773852.9108872311,753321.9451446866,271877.96633462334,-97.85331330197822
0.004256900716112736,0.04044055472247639,0.017027602864450944,-0.11252748221158981,-0.07182604819536209,-10.57040023803711,739091.776713888,736695.6420954443,300753.497597447,-93.94518622903756
0.010642251790281838,0.03831210644501462,0.012770702148338208,-0.1364694982767105,-0.07900865375995636,-10.539276123046875,786551.3780007295,764128.4539695444,288616.3055590833,-97.59464336859145
0.008513801432225472,0.03831210644501462,0.012770702148338208,-0.12210428714752197,-0.040701430290937424,-10.584765434265137,767003.8833791562,744888.0181357929,265840.8449280306,-97.85331330197822
0.009578026611253655,0.03724788230628374,0.012770702148338208,-0.1149216815829277,-0.10534487664699554,-10.60152530670166,788734.9568233718,746481.5782277717,269100.22608717275,-97.85331330197822
0.007449576253197287,0.04044055472247639,0.018091827003181824,-0.15083470940589905,-0.0933738648891449,-10.596736907958984,758970.77033335,760162.3555515937,274655.72424251575,-95.52754015165618
0.005321125895140919,0.039376330583745504,0.01383492732736639,-0.0933738648891449,-0.09576806426048279,-10.5344877243042,796930.9882217941,738373.4444341175,261390.14973519958,-95.52754015165618
0.007449576253197287,0.039376330583745504,0.014899152506394574,-0.11013327538967133,-0.08140286058187485,-10.594342231750488,778461.510179,733830.6442244389,260044.52631684183,-95.52754015165618
0.007449576253197287,0.03831210644501462,0.012770702148338208,-0.09816227108240128,-0.07182604819536209,-10.512939453125,749612.4261974695,755042.8009644096,285925.01502108044,-95.52754015165618
0.010642251790281838,0.03831210644501462,0.01383492732736639,-0.11971008777618408,-0.08379705995321274,-10.584765434265137,766678.0456381148,730555.565329888,263631.2319788407,-95.71059313749964
0.004256900716112736,0.03724788230628374,0.017027602864450944,-0.12689268589019775,-0.08619125932455063,-10.524910926818848,761417.7655461252,721381.9676624923,271045.48277536384,-93.81407483429037
0.006385351074169104,0.04044055472247639,0.011706476969310023,-0.11252748221158981,-0.10055647045373917,-10.563218116760254,764146.7542666603,770805.9004622241,292230.525085279,-95.71059313749964
0.006385351074169104,0.042569007161127354,0.014899152506394574,-0.090979665517807,-0.11971008777618408,-10.584765434265137,768492.0264678987,772448.0752234791,264491.2660794186,-93.81407483429037
0.006385351074169104,0.04044055472247639,0.017027602864450944,-0.12210428714752197,-0.07661445438861847,-10.515334129333496,748371.4859479365,733178.9687423562,263390.411522995,-95.9061411137705
0.008513801432225472,0.03831210644501462,0.014899152506394574,-0.090979665517807,-0.06703764945268631,-10.512939453125,772017.0499315388,748365.3544717298,282310.7954948846,-95.71059313749964
0.007449576253197287,0.03831210644501462,0.017027602864450944,-0.10773907601833344,-0.10055647045373917,-10.536881446838379,744784.1494948332,721795.8036873817,259267.03722091077,-95.71059313749964
0.007449576253197287,0.03831210644501462,0.014899152506394574,-0.1149216815829277,-0.06703764945268631,-10.54645824432373,752029.4408628222,766613.2393398685,273712.5969860841,-95.9061411137705
0.005321125895140919,0.04044055472247639,0.01383492732736639,-0.09576806426048279,-0.07900865375995636,-10.541669845581055,784148.1313676857,729036.971904098,269640.8868346338,-93.81407483429037
0.005321125895140919,0.039376330583745504,0.01383492732736639,-0.12928688526153564,-0.08619125932455063,-10.606313705444336,780864.7568120436,768922.1262898851,279019.9450412913,-95.71059313749964
0.006385351074169104,0.03618365400636365,0.015963377685422758,-0.0694318488240242,-0.038307227194309235,-10.608707427978516,784473.9691087271,743369.424710003,271850.49978382373,-93.81407483429037
0.006385351074169104,0.03618365400636365,0.001064225179028184,-0.10534487664699554,0.011971008032560349,-10.577583312988281,781375.3930316094,753484.8634973025,271041.497692154,-95.9061411137705
0.009578026611253655,0.030862529151520032,-0.02766985465473278,-0.17238251864910126,-0.011971008032560349,-10.711658477783203,747187.2994385173,756887.2381195974,278242.4595574701,-93.81407483429037
-0.006385351074169104,0.05321125687081459,-0.02979830501278915,-0.1843535304069519,-0.0694318488240242,-10.797849655151367,732079.9254709376,721095.4679744116,293611.55556790053,-93.81407483429037
0.008513801432225472,0.02766985465473278,0.005321125895140919,0.10295066982507706,0.10773907601833344,-10.757147789001465,768592.5361775013,744148.390967283,279292.2347915883,-95.9061411137705
0.002128450358056368,0.022348727719294564,0.05214703273208371,-0.3208230137825012,-0.16519992053508759,-10.69489860534668,750448.8948399387,753937.9980018977,280156.21729825455,-95.9061411137705
0.009578026611253655,0.04150478302239647,0.001064225179028184,-0.1364694982767105,-0.28730419278144836,-10.57040023803711,761070.0540331228,743985.4726146671,280128.7034340576,-95.9061411137705
0.011706476969310023,0.047890132015970976,-0.08300956604479294,-0.2825157940387726,-0.06703764945268631,-10.54645824432373,749775.3455858951,762209.0501481678,287029.82500775834,-95.71059313749964
0.010642251790281838,0.03724788230628374,-0.2160377082218294,-0.014365210197865963,-0.047884032130241394,-10.553641319274902,763068.8333414313,756108.2669097707,270800.6772363083,-93.81407483429037
0.010642251790281838,0.04150478302239647,-0.40972670120793186,-0.3687070608139038,-0.17238251864910126,-10.448296546936035,747187.2994385173,756887.2381195974,278242.4595574701,-95.71059313749964
0.015963377685422758,0.015963377685422758,-0.6683333916237534,-0.28730419278144836,-0.36152446269989014,-10.529699325561523,713998.7001661458,766351.0469864258,280779.3496961195,-95.71059313749964
0.018091827003181824,0.010642251790281838,-1.1919322338010796,-0.811634361743927,-0.3734954595565796,-10.96544361114502,754850.9218171007,801152.319924059,289803.6168491206,-97.85331330197822
0.026605628435407296,-0.011706476969310023,-1.299418880135277,-0.3423708379268646,0.17238251864910126,-10.63504409790039,751320.2434505611,835341.2543967604,323066.90471587284,-97.85331330197822
0.031926755370845515,0.0713030838739964,-1.2962262826204902,-0.3902548849582672,0.019153613597154617,-10.99656867980957,727815.7230118039,864256.9844860012,316544.15029021294,-101.6893691754392
0.04895435615470185,0.003192675537084552,-1.287712422931616,-0.3687070608139038,-0.0694318488240242,-10.02691650390625,703553.4591678219,902913.7545738118,341884.0149241119,-99.46232220802563
-0.004256900716112736,0.04044055472247639,-1.2845198254168289,-0.009576806798577309,-0.05746084079146385,-10.663774490356445,683899.7946156085,922079.2237413743,355390.43954022933,-99.46232220802563
0.04895435615470185,0.012770702148338208,-1.2834556262452332,-0.35673606395721436,0.20111294090747833,-10.843339920043945,659227.3075723033,947873.524732341,403509.7238475451,-107.24145939893998
0.01383492732736639,0.057468157586927325,-1.2760059657279545,0.08619125932455063,0.10055647045373917,-10.572794914245605,671988.2890311911,994146.0040941346,406551.8457187212,-112.47943439710312
0.020220277361238194,0.0329909795095764,-1.2760059657279545,-0.1867477297782898,-0.004788403399288654,-10.740388870239258,655674.7527747337,1018998.4204752049,448065.8636607417,-117.40757543781842
0.0595966100255783,0.04044055472247639,-1.2685564383687304,-0.3998316824436188,-0.17477671802043915,-10.398017883300781,651391.8918755776,1052822.1300802098,462108.9385783837,-122.61924307119284
0.021284503580563677,0.020220277361238194,-1.2536572504922276,-0.2298433631658554,-0.026336219161748886,-10.376470565795898,633916.050271419,1064446.942179499,507182.1483182062,-125.75388725443676
0.02766985465473278,0.01383492732736639,-1.2408865941169707,-0.043095629662275314,0.05746084079146385,-10.36449909210205,592183.6970029871,1104622.2636435707,526512.3694107069,-136.33221985386965
0.017027602864450944,-0.006385351074169104,-1.2217304763960306,-0.3447650372982025,0.3232172429561615,-10.685321807861328,597033.8468901347,1100933.397797825,541877.5459898855,-140.4403320310055
0.054275485170734675,0.008513801432225472,-1.211088218363965,-0.24181437492370605,0.5386953949928284,-10.754754066467285,574034.3024499062,1124518.0858396015,578459.1981744281,-145.7842978675626
0.003192675537084552,-0.002128450358056368,-1.1961891636455166,-0.4405331015586853,0.31603461503982544,-11.224017143249512,570694.1741541503,1118831.1386260937,550451.6048485249,-150.01836063115067
-0.014899152506394574,0.011706476969310023,-1.1770330459245768,-0.22505496442317963,0.3711012601852417,-11.317391395568848,558579.1162913608,1111329.7782814843,602911.5459635031,-156.80140948635182
0.04363323129985824,0.042569007161127354,-1.1600054597048826,-0.043095629662275314,-0.2992752194404602,-10.014945983886719,516683.8433407787,1144338.897879451,621136.9732627721,-162.18111108547723
0.028734078793463663,0.04044055472247639,-1.1451062718283798,-0.10773907601833344,-0.05985504388809204,-10.623072624206543,543264.9710185919,1142243.5900540648,639761.5416373686,-164.57783868126134
0.05321125687081459,0.057468157586927325,-1.1248859549358443,-0.33758243918418884,-0.08619125932455063,-10.572794914245605,532722.4437744461,1160832.3942113034,665882.88532946,-166.8659776936037
0.018091827003181824,0.028734078793463663,-1.1185006267482158,0.033518824726343155,0.09576806426048279,-10.565611839294434,507830.3805856862,1133888.3447347947,675510.688311981,-174.0938588862295
0.035119429867632765,0.05001858445462194,-1.1025373062791446,0.0071826050989329815,0.19632454216480255,-11.010933876037598,537246.756214277,1142811.028242,679038.4327660024,178.09084756700364
-0.018091827003181824,-0.002128450358056368,-1.0855096534804232,-0.014365210197865963,0.023942016065120697,-10.994174003601074,465524.8857653153,1154034.993479876,716515.5261153866,176.18592516570965
0.017027602864450944,0.022348727719294564,-1.0674178680891333,-0.047884032130241394,0.19153612852096558,-10.994174003601074,499302.75403724995,1137770.1994929472,732094.0127246941,174.28940686250036
0.02766985465473278,0.017027602864450944,-1.051454481041035,-0.0933738648891449,-0.07661445438861847,-10.462661743164062,491780.1762393214,1137607.2790687121,732930.4920034392,166.4295656148385
0.017027602864450944,0.004256900716112736,-1.0344268948213406,-0.090979665517807,0.019153613597154617,-10.493785858154297,467129.5658318967,1126465.6654486533,769756.9371192768,162.75854060106005
0.03724788230628374,0.030862529151520032,-1.0131423787572094,-0.033518824726343155,0.090979665517807,-10.680533409118652,468661.4641480432,1080153.843801584,745821.6522326616,159.67686317033704
0.009578026611253655,-0.002128450358056368,-0.9833440695832311,-0.2346317619085312,-0.014365210197865963,-10.721235275268555,502496.0836285556,1109461.1078278855,798786.7936658042,156.03751102542182
-0.0,0.005321125895140919,-0.9620595535190998,-0.15801730751991272,0.05985504388809204,-10.886435508728027,504595.3693226302,1093284.2222568966,804259.7591034255,151.69924423399362
0.012770702148338208,0.03405520572890189,-0.9407750374549685,-0.19632454216480255,0.15083470940589905,-10.879252433776855,480602.0938260256,1100701.3414796975,794422.5957902295,145.7842978675626
0.015963377685422758,0.017027602864450944,-0.9194905213908372,0.08858546614646912,-0.17956513166427612,-10.362105369567871,477867.3508541622,1061383.57827977,824320.3927132032,140.4403320310055
0.014899152506394574,0.021284503580563677,-0.9003344702489245,-0.009576806798577309,-0.3208230137825012,-10.192116737365723,502292.62974012,1029893.0594473371,800085.3274297065,138.9909130984298
-0.0,0.014899152506394574,-0.8769215558416019,-0.19393034279346466,0.031124621629714966,-10.845733642578125,481476.6588043958,1035830.8787715071,817150.9368194598,131.0090869015702
0.008513801432225472,0.017027602864450944,-0.8598939696219078,0.08140286058187485,-0.14604631066322327,-10.273519515991211,519762.71812876005,1028374.462509464,806094.9639469387,130.8150838748816
0.007449576253197287,0.026605628435407296,-0.8354167894639623,-0.2082955539226532,-0.05267243832349777,-10.687716484069824,519273.9620351027,1006875.8060814126,802780.5480352369,123.17851165939277
0.007449576253197287,0.026605628435407296,-0.8205176015874595,0.004788403399288654,-0.014365210197865963,-10.606313705444336,521557.94723031553,960929.2072304208,798065.4867340077,121.60750224624891
0.007449576253197287,0.012770702148338208,-0.7981688863517324,-0.17717093229293823,-0.05506663769483566,-10.541669845581055,515219.65026582195,937058.021256605,784049.9165112822,116.56505117707799
0.031926755370845515,0.02766985465473278,-0.7875266283196669,-0.009576806798577309,-0.0694318488240242,-10.517727851867676,499658.2981652401,962275.6134316776,844784.1220396863,113.19859051364818
0.025541404296676416,0.05321125687081459,-0.7694347763493498,0.023942016065120697,-0.06703764945268631,-10.36449909210205,558108.651907436,920216.4266720437,812243.306854866,107.24145939893998
0.017027602864450944,0.03405520572890189,-0.7438933970198087,0.08379705995321274,-0.09576806426048279,-10.484209060668945,563043.0915993152,915057.5750456178,802619.4614477138,109.02560603756869
0.025541404296676416,0.023412953938620047,-0.733251138987743,0.040701430290937424,-0.06464344263076782,-10.500968933105469,546162.2676844004,909775.1459113876,814725.2187236332,103.57043438516149
0.014899152506394574,0.021284503580563677,-0.7258015450494916,-0.16759411990642548,-0.09576806426048279,-10.702081680297852,552196.6030451577,882377.965126789,815238.3402441707,101.6893691754392
0.021284503580563677,0.021284503580563677,-0.7109024237520161,-0.06224924325942993,-0.05267243832349777,-10.556035041809082,565837.8070443845,853673.7645473568,789925.9675237981,99.7824070318073
0.024477178077350926,0.021284503580563677,-0.7002601657199504,-0.15322890877723694,-0.011971008032560349,-10.522516250610352,575565.7414896414,799253.8967177733,758280.6019949809,93.81407483429037
0.024477178077350926,0.039376330583745504,-0.6821683137496333,-0.011971008032560349,-0.026336219161748886,-10.572794914245605,592872.9091603212,790569.0523521837,763185.4376948157,91.90915243299638
0.010642251790281838,0.031926755370845515,-0.6683333916237534,0.028730420395731926,0.004788403399288654,-10.539276123046875,626061.6091106561,781105.2858504616,760648.5164362154,84.28940686250037
0.005321125895140919,0.014899152506394574,-0.6555627352484965,-0.10055647045373917,0.021547814831137657,-10.704475402832031,569816.706633529,768581.6408662846,762380.4277105218,84.28940686250037
0.015963377685422758,0.02766985465473278,-0.6406635473719937,-0.021547814831137657,0.05027823522686958,-10.462661743164062,597155.7703532021,756745.2954295258,749142.3465837274,80.21759296819272
0.014899152506394574,0.017027602864450944,-0.6332139534337423,-0.002394201699644327,-0.035913024097681046,-10.539276123046875,640398.1461715179,707194.1127105267,717169.6879664158,78.69006752597979
0.006385351074169104,0.028734078793463663,-0.6225717619807039,0.05506663769483566,0.08140286058187485,-10.587160110473633,606025.3570658908,740366.1953447001,734558.6490627411,76.86597769360368
0.011706476969310023,0.03831210644501462,-0.6087367732757968,-0.021547814831137657,-0.07900865375995636,-10.462661743164062,637462.4848294549,724475.8068277297,717465.5279539053,72.75854060106002
0.01383492732736639,0.02766985465473278,-0.599158780994354,-0.0071826050989329815,0.016759412363171577,-10.709263801574707,642255.8825997482,675214.7903089945,695444.0276377966,70.3461759419467
0.009578026611253655,0.026605628435407296,-0.5863880580400698,-0.033518824726343155,0.011971008032560349,-10.606313705444336,637669.1574509826,657770.1799107947,695984.6456565006,68.55226367289465
0.005321125895140919,0.021284503580563677,-0.576810065758627,0.0454898327589035,0.06464344263076782,-10.663774490356445,638937.6317708316,632591.9273869356,656143.589389615,66.80140948635182
0.018091827003181824,0.014899152506394574,-0.5651035419759385,-0.021547814831137657,0.10295066982507706,-10.625467300415039,637832.0763215035,664936.406313747,697089.4521310955,64.29004621918874
0.010642251790281838,0.03405520572890189,-0.5523328523111679,-0.009576806798577309,0.05027823522686958,-10.618284225463867,639931.266362028,648759.518671139,702562.4282049926,63.43494882292201
0.014899152506394574,0.0329909795095764,-0.5438190592013209,-0.08140286058187485,0.035913024097681046,-10.656591415405273,675061.9922129408,605846.4444262149,653310.8269237622,61.69924423399363
0.020220277361238194,0.02979830501278915,-0.529984137075441,-0.028730420395731926,-0.10534487664699554,-10.460267066955566,657428.9861364522,600198.8368639206,646196.3828593778,57.38075692880717
0.014899152506394574,0.02766985465473278,-0.5225345764267032,-0.10534487664699554,-0.035913024097681046,-10.54406452178955,701238.7472417473,580782.4756584574,643631.9535674076,54.68878656036681
0.012770702148338208,0.028734078793463663,-0.5023142928236812,-0.0454898327589035,-0.033518824726343155,-10.556035041809082,671148.8186642341,580130.8022479939,646977.8281372848,53.13010235415598
0.011706476969310023,0.035119429867632765,-0.49167203479161553,-0.11971008777618408,-0.016759412363171577,-10.556035041809082,674657.6207466063,582877.8053866286,625007.3841202538,50.19442890773481
0.008513801432225472,0.022348727719294564,-0.4757086477435171,-0.06464344263076782,0.009576806798577309,-10.613495826721191,681017.7943469802,569813.0767494192,627730.115151501,50.44033203100551
0.009578026611253655,0.025541404296676416,-0.4522957000466808,0.06224924325942993,-0.014365210197865963,-10.47942066192627,681265.0025429863,575509.3414695284,603845.9100288084,42.27368900609374
0.010642251790281838,0.03831210644501462,-0.4373965454596917,-0.019153613597154617,0.035913024097681046,-10.613495826721191,707363.2233285947,541809.1636872835,568073.2033060523,40.81508387488159
0.014899152506394574,0.03831210644501462,-0.42356162333381175,-0.08140286058187485,0.040701430290937424,-10.548852920532227,722997.450576021,535333.9528566377,584515.6631791427,39.559667968994496
0.011706476969310023,0.0329909795095764,-0.4033413397307898,-0.023942016065120697,-0.040701430290937424,-10.560823440551758,703612.872498283,523259.74649891106,562845.0250689258,36.46923439005187
0.015963377685422758,0.03724788230628374,-0.38418528858887707,-0.05506663769483566,0.0454898327589035,-10.56800651550293,721919.431523694,520636.34396446386,563085.8501094118,34.2157021324374
0.012770702148338208,0.030862529151520032,-0.37673572794013926,-0.07661445438861847,-0.014365210197865963,-10.60391902923584,719735.8561717503,538283.1916573063,582601.8985613981,32.61924307119283
0.01383492732736639,0.039376330583745504,-0.3586438759698222,-0.06224924325942993,0.05267243832349777,-10.666168212890625,755681.1761897455,531201.2262073281,538874.3238487395,29.981639368849336
0.012770702148338208,0.03405520572890189,-0.34480895384394233,-0.06703764945268631,-0.05027823522686958,-10.594342231750488,748932.6573554634,494467.56938062696,547638.1641301506,29.981639368849336
0.01383492732736639,0.031926755370845515,-0.3213960061471062,-0.040701430290937424,0.0071826050989329815,-10.551246643066406,757954.3194877608,503722.6091850161,539805.6732998166,27.407575437818405
0.017027602864450944,0.035119429867632765,-0.30543261909900765,-0.06703764945268631,-0.040701430290937424,-10.500968933105469,698947.518136866,497178.94757590536,537291.8227234271,25.709953780811265
0.011706476969310023,0.03831210644501462,-0.29904729091137916,-0.08619125932455063,-0.021547814831137657,-10.505757331848145,730221.7270299093,474122.3326559826,519093.89513999614,24.904768808095188
0.009578026611253655,0.03405520572890189,-0.28414813632439,-0.08379705995321274,-0.023942016065120697,-10.587160110473633,780106.455887333,499710.6828380479,514639.2458838793,23.962488974578186
0.011706476969310023,0.03724788230628374,-0.27350587829232437,-0.07900865375995636,0.0071826050989329815,-10.565611839294434,749201.8378215708,463227.8981220088,512461.10222914064,22.16634582208246
0.007449576253197287,0.03724788230628374,-0.25647827542787344,-0.07422025501728058,-0.016759412363171577,-10.572794914245605,765734.9470465091,491113.81293969095,509438.5804383926,21.44773632710535
0.008513801432225472,0.035119429867632765,-0.24583601739580777,-0.08858546614646912,-0.021547814831137657,-10.627861022949219,742005.1934182339,477397.4325752977,515507.18382079987,19.025606037568682
0.009578026611253655,0.03831210644501462,-0.22455151797643327,-0.09816227108240128,-0.040701430290937424,-10.639832496643066,774688.9186995748,473264.70636499854,469865.8467827167,19.025606037568682
0.009578026611253655,0.03618365400636365,-0.21178081166690588,-0.014365210197865963,0.016759412363171577,-10.551246643066406,762068.9828571513,471094.4339450427,479221.3685061022,17.81888891452278
0.007449576253197287,0.04363323129985824,-0.19262476052499317,-0.06703764945268631,0.011971008032560349,-10.589553833007812,771937.9573765548,460776.70998300426,459973.6635434387,13.570434385161485
0.009578026611253655,0.03831210644501462,-0.1713402611056187,-0.043095629662275314,0.0,-10.630255699157715,778786.88841945,469210.65945712605,466010.8082676706,14.036243467926479
0.010642251790281838,0.03831210644501462,-0.1521841933189492,-0.0454898327589035,0.014365210197865963,-10.54406452178955,801517.3493766558,476865.64298954536,464606.1981785817,14.036243467926479
0.008513801432225472,0.039376330583745504,-0.1447346160254546,-0.07661445438861847,-0.040701430290937424,-10.57040023803711,771101.4874045509,461881.51470155775,465742.470435545,9.782407031807287
0.011706476969310023,0.03831210644501462,-0.13622082291560755,-0.0454898327589035,0.0071826050989329815,-10.591948509216309,781133.3807944752,458730.01714247174,447599.5719474765,11.689369175439193
0.009578026611253655,0.03724788230628374,-0.11812899591242572,-0.026336219161748886,0.009576806798577309,-10.579977035522461,778623.9695489294,462044.43305417366,464906.00179307564,11.689369175439193
0.010642251790281838,0.039376330583745504,-0.10110139304797477,-0.0933738648891449,-0.011971008032560349,-10.548852920532227,768592.0748294706,465195.93236930115,483048.90945042454,9.462322208025617
0.010642251790281838,0.03724788230628374,-0.08620223846098558,-0.031124621629714966,-0.011971008032560349,-10.560823440551758,772611.5098075722,452505.6771054569,453100.0410074571,11.309932474020213
0.008513801432225472,0.039376330583745504,-0.07343154047383658,-0.08379705995321274,-0.026336219161748886,-10.522516250610352,778298.1318078879,447711.98024826887,462696.38884388574,7.853313301978219
0.008513801432225472,0.039376330583745504,-0.06704618731907289,-0.0694318488240242,-0.021547814831137657,-10.51054573059082,764437.352699016,423677.8759218372,449517.2872636296,7.853313301978219
0.008513801432225472,0.039376330583745504,-0.06278928660296015,-0.08379705995321274,-0.05985504388809204,-10.563218116760254,787735.1044916528,461467.72423827974,477520.923014164,7.594643368591445
0.010642251790281838,0.035119429867632765,-0.0595966100255783,-0.05985504388809204,-0.033518824726343155,-10.524910926818848,815158.552857978,448161.4196293075,439293.8219461261,7.3523793598923595
0.008513801432225472,0.03831210644501462,-0.047890132015970976,-0.09576806426048279,-0.002394201699644327,-10.582371711730957,791080.9870387369,457048.50185198284,454445.6771071782,5.9061411137705
0.006385351074169104,0.03831210644501462,-0.031926755370845515,-0.08619125932455063,-0.0071826050989329815,-10.620678901672363,791002.4536264976,448412.29173996963,428351.8380099765,5.710593137499642
0.012770702148338208,0.03831210644501462,-0.039376330583745504,-0.090979665517807,-0.05506663769483566,-10.541669845581055,759828.6550946281,443169.17828254873,461350.7562562477,5.710593137499642
0.006385351074169104,0.03831210644501462,-0.0457616837385092,-0.038307227194309235,-0.031124621629714966,-10.517727851867676,760154.4928356697,457501.6310884535,463560.3692054376,5.9061411137705
0.006385351074169104,0.03831210644501462,-0.035119429867632765,-0.08858546614646912,0.014365210197865963,-10.556035041809082,791243.9053913528,464214.7054741295,455550.48006969015,5.710593137499642
0.007449576253197287,0.03618365400636365,-0.023412953938620047,-0.08140286058187485,-0.021547814831137657,-10.532093048095703,804722.1902611066,428344.2671013421,429133.2991186811,5.710593137499642
0.004256900716112736,0.03724788230628374,-0.01383492732736639,-0.0694318488240242,-0.040701430290937424,-10.529699325561523,776036.0227499802,456722.66514675104,456118.6143921168,5.9061411137705
0.007449576253197287,0.03618365400636365,0.004256900716112736,-0.026336219161748886,0.0,-10.60152530670166,779808.1544698618,438336.1540425709,450053.96117183944,5.710593137499642
0.006385351074169104,0.039376330583745504,0.023412953938620047,-0.06464344263076782,-0.019153613597154617,-10.577583312988281,775221.4286563292,420891.5445223919,450594.5837751836,7.594643368591445
0.007449576253197287,0.039376330583745504,0.018091827003181824,-0.06464344263076782,-0.002394201699644327,-10.577583312988281,776120.3125547117,455252.67936607107,431129.5924057859,7.594643368591445
0.006385351074169104,0.04044055472247639,0.030862529151520032,-0.014365210197865963,0.031124621629714966,-10.56800651550293,789677.2259723499,428018.43039611034,430806.2364036197,5.9061411137705
0.008513801432225472,0.03831210644501462,0.028734078793463663,-0.15083470940589905,-0.028730420395731926,-10.515334129333496,776383.7374399563,434119.1794632989,447035.37890694535,3.8140748342903543
0.008513801432225472,0.04044055472247639,-0.039376330583745504,-0.1628057211637497,-0.11971008777618408,-10.572794914245605,796767.6090390524,452254.8049947948,464042.0249436068,5.710593137499642
0.015963377685422758,0.03618365400636365,-0.17240447692197117,-0.22266076505184174,-0.12449848651885986,-10.560823440551758,782806.3233975519,456520.40419328184,436061.93982470327,7.594643368591445
